date,grade,price_per_kg
2025-03-26,특,10410.3
2025-03-27,특,8816.8
2025-03-28,특,13476.4
2025-03-29,특,13476.4
2025-03-31,특,11914.4
2025-04-01,특,13521.8
2025-04-02,특,13937.9
2025-04-03,특,13614.4
2025-04-04,특,14132.3
2025-04-05,특,16705.9
2025-04-07,특,14099.5
2025-04-08,특,13303.8
2025-04-09,특,13587.1
2025-04-10,특,10773.7
2025-04-11,특,12353.8
2025-04-12,특,17000.0
2025-04-14,특,13503.6
2025-04-15,특,10511.6
2025-04-16,특,12711.1
2025-04-17,특,15574.7
2025-04-18,특,13360.2
2025-04-19,특,13360.2
2025-04-21,특,14210.6
2025-04-22,특,11335.0
2025-04-23,특,13222.1
2025-04-24,특,15785.0
2025-04-25,특,15224.2
2025-04-26,특,15941.2
2025-04-28,특,15261.8
2025-04-29,특,14179.8
2025-04-30,특,14930.1
2025-05-01,특,13366.2
2025-05-02,특,13378.1
2025-05-03,특,16833.3
2025-05-05,특,14497.4
2025-05-06,특,14493.7
2025-05-07,특,12358.0
2025-05-08,특,15505.1
2025-05-09,특,11915.2
2025-05-10,특,11915.2
2025-05-12,특,12222.9
2025-05-13,특,13070.0
2025-05-14,특,12383.3
2025-05-15,특,13539.6
2025-05-16,특,11908.7
2025-05-17,특,17000.0
2025-05-19,특,13368.3
2025-05-20,특,14988.7
2025-05-21,특,12401.5
2025-05-22,특,17655.7
2025-05-23,특,10559.6
2025-05-24,특,11475.9
2025-05-26,특,12742.6
2025-05-27,특,15064.3
2025-05-28,특,14293.8
2025-05-29,특,14168.4
2025-05-30,특,12759.0
2025-05-31,특,12759.0
2025-06-02,특,13650.5
2025-06-03,특,18083.3
2025-06-04,특,11830.4
2025-06-05,특,15884.1
2025-06-06,특,11020.3
2025-06-07,특,11020.3
2025-06-09,특,12440.4
2025-06-10,특,16127.8
2025-06-11,특,12217.3
2025-06-12,특,14816.9
2025-06-13,특,11548.5
2025-06-14,특,11548.5
2025-06-16,특,12531.8
2025-06-17,특,11581.1
2025-06-18,특,14781.3
2025-06-19,특,12746.8
2025-06-20,특,14281.0
2025-06-21,특,14281.0
2025-06-23,특,14906.7
2025-06-24,특,14035.6
2025-06-25,특,13577.4
2025-06-26,특,15621.2
2025-06-27,특,15586.2
2025-06-28,특,16000.0
2025-06-30,특,14646.6
2025-07-01,특,13402.7
2025-07-02,특,14642.0
2025-07-03,특,14889.5
2025-07-04,특,12994.6
2025-07-05,특,12949.2
2025-07-07,특,20396.8
2025-07-08,특,13708.5
2025-07-09,특,14143.3
2025-07-10,특,13790.5
2025-07-11,특,14633.8
2025-07-12,특,14633.8
2025-07-14,특,15043.0
2025-07-15,특,14175.0
2025-07-16,특,15067.8
2025-07-17,특,12858.2
2025-07-18,특,12157.7
2025-07-19,특,12157.7
2025-07-21,특,17589.3
2025-07-22,특,16107.7
2025-07-23,특,17896.7
2025-07-24,특,13466.7
2025-07-25,특,15127.1
2025-07-26,특,15254.1
2025-07-28,특,17937.4
2025-07-29,특,7800.0
2025-07-30,특,12608.6
2025-07-31,특,20685.7
2025-08-01,특,13455.6
2025-08-04,특,13500.0
2025-08-05,특,20782.6
2025-08-06,특,13000.0
2025-08-07,특,20450.0
2025-08-08,특,20450.0
2025-08-09,특,20450.0
2025-08-11,특,6100.0
2025-08-12,특,9785.7
2025-08-13,특,9785.7
2025-08-14,특,9785.7
2025-08-15,특,9785.7
2025-08-16,특,9785.7
2025-08-18,특,9785.7
2025-08-19,특,9785.7
2025-08-20,특,9785.7
